name,address,street,postal_code,city,canton,phone_number,professions,url,official_website,Zuweisung,Triggered_Keywords
Spital Männedorf - Intensiv,"Asylstrasse 10, 8708 Männedorf",Asylstrasse 10,8708,Männedorf,Zürich,044 922 22 11,"Allgemeine Innere Medizin, Anästhesiologie, Intensivmedizin",https://www.onedoc.ch/de/spital/mannedorf/e0yo/spital-mannedorf-intensiv,https://www.spitalmaennedorf.ch/fachbereiche/intensivmedizin/,0,
Spital Männedorf - Kardiologie,"Asylstrasse 10, 8708 Männedorf",Asylstrasse 10,8708,Männedorf,Zürich,044 922 22 11,"Allgemeine Innere Medizin, Anästhesiologie, Kardiologie",https://www.onedoc.ch/de/spital/mannedorf/etts/spital-mannedorf-kardiologie,https://www.spitalmaennedorf.ch/fachbereiche/kardiologie/,1,Zuweisung
Spital Männedorf - Notfallstation,"Asylstrasse 10, 8708 Männedorf",Asylstrasse 10,8708,Männedorf,Zürich,044 922 22 11,Allgemeine Innere Medizin,https://www.onedoc.ch/de/spital/mannedorf/e0wu/spital-mannedorf-notfallstation,https://www.spitalmaennedorf.ch/notfall/,1,Zuweiser
Spital Männedorf - Onkologie,"Asylstrasse 10, 8708 Männedorf",Asylstrasse 10,8708,Männedorf,Zürich,044 922 22 11,"Allgemeine Innere Medizin, Hämatologie, Medizinische Onkologie",https://www.onedoc.ch/de/spital/mannedorf/e0wr/spital-mannedorf-onkologie,https://www.spitalmaennedorf.ch/fachbereiche/onkologie/,1,Zuweisung
Spital Männedorf - ORL Klinik,"Asylstrasse 10, 8708 Männedorf",Asylstrasse 10,8708,Männedorf,Zürich,044 923 36 66,"HNO (Hals-, Nasen-, Ohrenheilkunde)",https://www.onedoc.ch/de/spital/mannedorf/exmw/spital-mannedorf-orl-klinik,https://www.spitalmaennedorf.ch/fachbereiche/hno-und-gesichtschirurgie/,1,Zuweisung
Spital Männedorf - Pneumologie,"Asylstrasse 10, 8708 Männedorf",Asylstrasse 10,8708,Männedorf,Zürich,044 922 22 11,"Allgemeine Innere Medizin, Pneumologie",https://www.onedoc.ch/de/spital/mannedorf/e0zb/spital-mannedorf-pneumologie,https://www.spitalmaennedorf.ch/fachbereiche/pneumologie/,1,Zuweisung
Spital Männedorf - Radiologische Klinik,"Asylstrasse 10, 8708 Männedorf",Asylstrasse 10,8708,Männedorf,Zürich,044 922 22 11,Radiologie,https://www.onedoc.ch/de/spital/mannedorf/e0u1/spital-mannedorf-radiologische-klinik,https://www.spitalmaennedorf.ch/fachbereiche/radiologie/,1,Zuweisung
Spital Männedorf - Rheumatologische Klinik,"Asylstrasse 10, 8708 Männedorf",Asylstrasse 10,8708,Männedorf,Zürich,044 922 12 90,"Allgemeine Innere Medizin, Rheumatologie",https://www.onedoc.ch/de/spital/mannedorf/extp/spital-mannedorf-rheumatologische-klinik,https://www.spitalmaennedorf.ch/,0,
Spital Uster,"Brunnenstrasse 42, 8610 Uster",Brunnenstrasse 42,8610,Uster,Zürich,044 911 11 11,"Allgemeine Innere Medizin, Gastroenterologie, Urologie",https://www.onedoc.ch/de/spital/uster/ez5h/spital-uster,https://www.spitaluster.ch/,1,"Überweisung, Zuweiser"
Spital Uster - Anästhesie Allgemein,"Brunnenstrasse 42, 8610 Uster",Brunnenstrasse 42,8610,Uster,Zürich,044 911 11 11,"Anästhesiologie, Hausarztmedizin (Allgemeinmedizin), Intensivmedizin",https://www.onedoc.ch/de/spital/uster/e0vo/spital-uster-anasthesie-allgemein,https://www.spitaluster.ch/Patienten/Behandlungsangebot/Fuer-Patienten/Bereiche/Anaesthesie.126.html,1,"Überweisung, Zuweiser"
Spital Uster - Angiologie,"Brunnenstrasse 42, 8610 Uster",Brunnenstrasse 42,8610,Uster,Zürich,044 911 11 11,"Allgemeine Innere Medizin, Angiologie",https://www.onedoc.ch/de/spital/uster/e0ti/spital-uster-angiologie,,0,
Spital Uster - Chirurgie Allgemein,"Brunnenstrasse 42, 8610 Uster",Brunnenstrasse 42,8610,Uster,Zürich,044 911 11 11,Chirurgie,https://www.onedoc.ch/de/spital/uster/e0r8/spital-uster-chirurgie-allgemein,,0,
Spital Uster - Chirurgie Hand,"Brunnenstrasse 42, 8610 Uster",Brunnenstrasse 42,8610,Uster,Zürich,044 911 11 11,"Allgemeine Innere Medizin, Chirurgie, Gastroenterologie, Gynäkologie und Geburtshilfe, Handchirurgie, Orthopädische Chirurgie",https://www.onedoc.ch/de/spital/uster/eov7/spital-uster-chirurgie-hand,,0,
Spital Uster - Chirurgie Orthopädische,"Brunnenstrasse 42, 8610 Uster",Brunnenstrasse 42,8610,Uster,Zürich,044 911 11 11,Orthopädische Chirurgie,https://www.onedoc.ch/de/spital/uster/e0zc/spital-uster-chirurgie-orthopadische,https://www.spitaluster.ch/Patienten/Behandlungsangebot/Fuer-Patienten/Chirurgie/Orthopaedie.89.html,1,"Zuweisung, Überweisung, Zuweiser"
Spital Uster - Endokrinologie und Diabetologie,"Brunnenstrasse 42, 8610 Uster",Brunnenstrasse 42,8610,Uster,Zürich,044 911 11 11,"Allgemeine Innere Medizin, Endokrinologie und Diabetologie",https://www.onedoc.ch/de/spital/uster/e0xb/spital-uster-endokrinologie-und-diabetologie,,0,
Spital Uster - Gastroenterologie,"Brunnenstrasse 42, 8610 Uster",Brunnenstrasse 42,8610,Uster,Zürich,044 911 11 11,"Allgemeine Innere Medizin, Gastroenterologie",https://www.onedoc.ch/de/spital/uster/e0vl/spital-uster-gastroenterologie,,0,
Spital Uster - Geriatrie,"Brunnenstrasse 42, 8610 Uster",Brunnenstrasse 42,8610,Uster,Zürich,044 911 11 11,Allgemeine Innere Medizin,https://www.onedoc.ch/de/spital/uster/e039/spital-uster-geriatrie,,0,
Spital Uster - Gynäkologische Klinik,"Brunnenstrasse 42, 8610 Uster",Brunnenstrasse 42,8610,Uster,Zürich,044 911 11 11,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/spital/uster/e0vu/spital-uster-gynakologische-klinik,https://www.spitaluster.ch/Patienten/Behandlungsangebot/Fuer-Patienten/Frauen/Gynaekologie.109.html,1,"Überweisung, Zuweiser"
Spital Uster - Hämatologie,"Brunnenstrasse 42, 8610 Uster",Brunnenstrasse 42,8610,Uster,Zürich,044 911 11 11,"Allgemeine Innere Medizin, Hämatologie, Intensivmedizin",https://www.onedoc.ch/de/spital/uster/e0so/spital-uster-hamatologie,https://www.spitaluster.ch/Zuweisende/Fachbereiche/Medizinische-Disziplinen/Onkologie.387.html,1,"Zuweisung, Überweisung, Zuweiser"
Spital Uster - Infektiologie,"Brunnenstrasse 42, 8610 Uster",Brunnenstrasse 42,8610,Uster,Zürich,044 911 11 11,"Allgemeine Innere Medizin, Infektiologie",https://www.onedoc.ch/de/spital/uster/ew08/spital-uster-infektiologie,,0,
Spital Uster - Innere Medizin,"Brunnenstrasse 42, 8610 Uster",Brunnenstrasse 42,8610,Uster,Zürich,044 911 11 11,Allgemeine Innere Medizin,https://www.onedoc.ch/de/spital/uster/e0vw/spital-uster-innere-medizin,,0,
Spital Uster - Intensiv,"Brunnenstrasse 42, 8610 Uster",Brunnenstrasse 42,8610,Uster,Zürich,044 911 11 11,"Allgemeine Innere Medizin, Intensivmedizin",https://www.onedoc.ch/de/spital/uster/e02c/spital-uster-intensiv,,0,
Spital Uster - Kardiologie,"Brunnenstrasse 42, 8610 Uster",Brunnenstrasse 42,8610,Uster,Zürich,044 911 11 11,"Allgemeine Innere Medizin, Kardiologie",https://www.onedoc.ch/de/spital/uster/e0ud/spital-uster-kardiologie,,0,
Spital Uster - Kinderklinik,"Brunnenstrasse 42, 8610 Uster",Brunnenstrasse 42,8610,Uster,Zürich,044 930 00 18,"Intensivmedizin, Pädiatrie",https://www.onedoc.ch/de/spital/uster/exki/spital-uster-kinderklinik,,0,
Spital Uster - Médecine palliative,"Brunnenstrasse 42, 8610 Uster",Brunnenstrasse 42,8610,Uster,Zürich,044 911 11 11,Allgemeine Innere Medizin,https://www.onedoc.ch/de/spital/uster/e01h/spital-uster-medecine-palliative,,0,
Spital Uster - Onkologie,"Brunnenstrasse 42, 8610 Uster",Brunnenstrasse 42,8610,Uster,Zürich,044 911 11 11,"Allgemeine Innere Medizin, Medizinische Onkologie",https://www.onedoc.ch/de/spital/uster/e0v1/spital-uster-onkologie,,0,
Spital Uster - ORL Klinik,"Brunnenstrasse 42, 8610 Uster",Brunnenstrasse 42,8610,Uster,Zürich,044 911 11 11,"HNO (Hals-, Nasen-, Ohrenheilkunde)",https://www.onedoc.ch/de/spital/uster/excm/spital-uster-orl-klinik,,0,
Spital Uster - Pneumologie,"Brunnenstrasse 42, 8610 Uster",Brunnenstrasse 42,8610,Uster,Zürich,044 911 11 11,"Allgemeine Innere Medizin, Pneumologie",https://www.onedoc.ch/de/spital/uster/e0v9/spital-uster-pneumologie,,0,
Spital Uster - Radiologische Klinik,"Brunnenstrasse 42, 8610 Uster",Brunnenstrasse 42,8610,Uster,Zürich,044 911 11 11,Radiologie,https://www.onedoc.ch/de/spital/uster/e00x/spital-uster-radiologische-klinik,,0,
Spital Uster - Urologische Klinik,"Schachenweg 2, 8610 Uster",Schachenweg 2,8610,Uster,Zürich,044 911 15 34,"Hausarztmedizin (Allgemeinmedizin), Urologie",https://www.onedoc.ch/de/spital/uster/ew1u/spital-uster-urologische-klinik,,0,
Spital Zollikerberg,"Trichtenhauser Strasse 20, 8125 Zollikerberg",Trichtenhauser Strasse 20,8125,Zollikerberg,Zürich,044 397 21 11,"Allgemeine Innere Medizin, Angiologie, Gynäkologie und Geburtshilfe, Intensivmedizin, Medizinische Onkologie, Neurochirurgie, Orthopädische Chirurgie, Pneumologie, Pädiatrie, Rheumatologie, Urologie",https://www.onedoc.ch/de/spital/zollikerberg/eyum/spital-zollikerberg,https://spitalzollikerberg.ch/,1,Zuweisung
Spital Zollikerberg - Ambulatorium Frauenklinik,"Trichtenhauser Strasse 20, 8125 Zollikerberg",Trichtenhauser Strasse 20,8125,Zollikerberg,Zürich,044 397 28 97,,https://www.onedoc.ch/de/spital/zollikerberg/e1wp/spital-zollikerberg-ambulatorium-frauenklinik,,0,
Spital Zollikerberg - Anästhesie Allgemein,"Trichtenhauser Strasse 20, 8125 Zollikerberg",Trichtenhauser Strasse 20,8125,Zollikerberg,Zürich,044 397 21 11,"Anästhesiologie, Intensivmedizin",https://www.onedoc.ch/de/spital/zollikerberg/e0ta/spital-zollikerberg-anasthesie-allgemein,https://spitalzollikerberg.ch/de/fachbereiche/anaesthesie-intensivstation,1,Zuweisung
Spital Zollikerberg - Angiologie,"Trichtenhauser Strasse 20, 8125 Zollikerberg",Trichtenhauser Strasse 20,8125,Zollikerberg,Zürich,044 252 02 25,"Allgemeine Innere Medizin, Angiologie",https://www.onedoc.ch/de/spital/zollikerberg/exzo/spital-zollikerberg-angiologie,,0,
Spital Zollikerberg - Chirurgie Allgemein,"Trichtenhauser Strasse 20, 8125 Zollikerberg",Trichtenhauser Strasse 20,8125,Zollikerberg,Zürich,044 397 21 11,"Chirurgie, Orthopädische Chirurgie",https://www.onedoc.ch/de/spital/zollikerberg/e0w9/spital-zollikerberg-chirurgie-allgemein,,0,
Spital Zollikerberg - Chirurgie Orthopädische,"Trichtenhauser Strasse 20, 8125 Zollikerberg",Trichtenhauser Strasse 20,8125,Zollikerberg,Zürich,044 397 21 11,Orthopädische Chirurgie,https://www.onedoc.ch/de/spital/zollikerberg/e02j/spital-zollikerberg-chirurgie-orthopadische,https://spitalzollikerberg.ch/de/fachbereiche/orthopaedie,1,Zuweisung
Spital Zollikerberg - Endo/Diabetologie,"Trichtenhauser Strasse 20, 8125 Zollikerberg",Trichtenhauser Strasse 20,8125,Zollikerberg,Zürich,044 397 21 11,"Allgemeine Innere Medizin, Endokrinologie und Diabetologie",https://www.onedoc.ch/de/spital/zollikerberg/e0x7/spital-zollikerberg-endo-diabetologie,https://spitalzollikerberg.ch/de/fachbereiche/inneremedizin/endokrinologie-diabetologie,1,"Zuweisung, Zuweiser"
Spital Zollikerberg - Frauenklinik,"Trichtenhauser Strasse 20, 8125 Zollikerberg",Trichtenhauser Strasse 20,8125,Zollikerberg,Zürich,044 397 21 11,"Gynäkologie und Geburtshilfe, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/spital/zollikerberg/e0rr/spital-zollikerberg-frauenklinik,,0,
Spital Zollikerberg - Gastroenterologie,"Trichtenhauser Strasse 20, 8125 Zollikerberg",Trichtenhauser Strasse 20,8125,Zollikerberg,Zürich,044 312 22 24,"Allgemeine Innere Medizin, Gastroenterologie",https://www.onedoc.ch/de/spital/zollikerberg/exyp/spital-zollikerberg-gastroenterologie,,0,
Spital Zollikerberg - Innere Medizin,"Trichtenhauser Strasse 20, 8125 Zollikerberg",Trichtenhauser Strasse 20,8125,Zollikerberg,Zürich,044 397 21 11,"Allgemeine Innere Medizin, Gastroenterologie, Intensivmedizin, Kardiologie, Pneumologie",https://www.onedoc.ch/de/spital/zollikerberg/e0uf/spital-zollikerberg-innere-medizin,,0,
Spital Zollikerberg - Neonatologie,"Trichtenhauser Strasse 20, 8125 Zollikerberg",Trichtenhauser Strasse 20,8125,Zollikerberg,Zürich,044 397 21 11,"Gynäkologie und Geburtshilfe, Intensivmedizin, Pädiatrie",https://www.onedoc.ch/de/spital/zollikerberg/eq20/spital-zollikerberg-neonatologie,,0,
Spital Zollikerberg - Nephrologie,"Trichtenhauser Strasse 20, 8125 Zollikerberg",Trichtenhauser Strasse 20,8125,Zollikerberg,Zürich,044 397 21 11,"Allgemeine Innere Medizin, Nephrologie",https://www.onedoc.ch/de/spital/zollikerberg/e0sx/spital-zollikerberg-nephrologie,,0,
Spital Zollikerberg - Ophthalmologische Klinik,"Trichtenhauser Strasse 20, 8125 Zollikerberg",Trichtenhauser Strasse 20,8125,Zollikerberg,Zürich,044 391 23 32,Augenheilkunde,https://www.onedoc.ch/de/spital/zollikerberg/ewip/spital-zollikerberg-ophthalmologische-klinik,,0,
Spital Zollikerberg - Psychiatrische Klinik,"Trichtenhauser Strasse 20, 8125 Zollikerberg",Trichtenhauser Strasse 20,8125,Zollikerberg,Zürich,044 261 11 44,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/zollikerberg/ewp7/spital-zollikerberg-psychiatrische-klinik,,0,
Spital Zollikerberg - Radiologische Klinik,"Trichtenhauser Strasse 20, 8125 Zollikerberg",Trichtenhauser Strasse 20,8125,Zollikerberg,Zürich,044 397 21 11,"Nuklearmedizin, Radiologie",https://www.onedoc.ch/de/spital/zollikerberg/e0t3/spital-zollikerberg-radiologische-klinik,,0,
Spital Zollikerberg - Schmerzmedizin,"Trichtenhauser Strasse 20, 8125 Zollikerberg",Trichtenhauser Strasse 20,8125,Zollikerberg,Zürich,043 499 24 20,Anästhesiologie,https://www.onedoc.ch/de/spital/zollikerberg/exix/spital-zollikerberg-schmerzmedizin,,0,
Stadtspital Triemli - Anästhesie Allgemein,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Allgemeine Innere Medizin, Anästhesiologie, Intensivmedizin",https://www.onedoc.ch/de/spital/zurich/e0sl/stadtspital-triemli-anasthesie-allgemein,https://www.stadt-zuerich.ch/stadtspital/de/ueber-uns/fachbereiche/anaesthesiologie.html,1,"Zuweisung, Überweisung"
Stadtspital Triemli - Angiologie,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 269 80 28,"Allgemeine Innere Medizin, Angiologie",https://www.onedoc.ch/de/spital/zurich/ex4a/stadtspital-triemli-angiologie,https://www.stadt-zuerich.ch/stadtspital/de/leistungsangebot/angiologie.html,1,"Zuweisung, Überweisung"
Stadtspital Triemli - Chirurgie Allgemein,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Allgemeine Innere Medizin, Chirurgie, Handchirurgie, Kardiologie, Orthopädische Chirurgie, Radio-Onkologie (Strahlentherapie)",https://www.onedoc.ch/de/spital/zurich/eq3p/stadtspital-triemli-chirurgie-allgemein,https://www.stadt-zuerich.ch/stadtspital/de.html,0,
Stadtspital Triemli - Chirurgie Herz/Thorax/Gefässe,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Chirurgie, Herzchirurgie",https://www.onedoc.ch/de/spital/zurich/eyjx/stadtspital-triemli-chirurgie-herz-thorax-gefasse,,0,
Stadtspital Triemli - Chirurgie Orthopädische,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,Orthopädische Chirurgie,https://www.onedoc.ch/de/spital/zurich/e0zh/stadtspital-triemli-chirurgie-orthopadische,https://www.stadt-zuerich.ch/stadtspital/de/ueber-uns/fachbereiche/klinik-fuer-orthopaedie--hand--und-unfallchirurgie.html,1,"Zuweisung, Überweisung"
Stadtspital Triemli - Chirurgie Viszeral,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Allgemeine Innere Medizin, Angiologie, Chirurgie, Gefässchirurgie, Herzchirurgie",https://www.onedoc.ch/de/spital/zurich/ez5l/stadtspital-triemli-chirurgie-viszeral,https://www.stadt-zuerich.ch/stadtspital/de/ueber-uns/fachbereiche/viszeral-thorax-gefaesschirurgie.html,1,"Zuweisung, Überweisung"
Stadtspital Triemli - Endo/Diabetologie,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Allgemeine Innere Medizin, Endokrinologie und Diabetologie",https://www.onedoc.ch/de/spital/zurich/e0rh/stadtspital-triemli-endo-diabetologie,https://www.stadt-zuerich.ch/stadtspital/de/ueber-uns/fachbereiche/endokrinologie.html,1,"Zuweisung, Überweisung"
Stadtspital Triemli - Gastroenterologie,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Allgemeine Innere Medizin, Gastroenterologie",https://www.onedoc.ch/de/spital/zurich/e0wk/stadtspital-triemli-gastroenterologie,https://www.stadt-zuerich.ch/stadtspital/de/ueber-uns/fachbereiche/gastroenterologie-hepatologie.html,1,"Zuweisung, Überweisung"
Stadtspital Triemli - Gefässchirurgie,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Chirurgie, Gefässchirurgie",https://www.onedoc.ch/de/spital/zurich/exip/stadtspital-triemli-gefasschirurgie,https://www.stadt-zuerich.ch/stadtspital/de/ueber-uns/fachbereiche/gefaesszentrum.html,0,
Stadtspital Triemli - Gynäkologische Klinik,"Birmensdorferstrasse 501, 8063 Zürich",Birmensdorferstrasse 501,8063,Zürich,Zürich,044 416 11 11,"Gynäkologie und Geburtshilfe, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/spital/zurich/ewhw/stadtspital-triemli-gynakologische-klinik,https://www.stadt-zuerich.ch/stadtspital/de/ueber-uns/fachbereiche/frauenklinik.html,1,"Zuweisung, Überweisung"
Stadtspital Triemli - Herzchirurgie,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,Herzchirurgie,https://www.onedoc.ch/de/spital/zurich/e03g/stadtspital-triemli-herzchirurgie,https://www.stadt-zuerich.ch/stadtspital/de/ueber-uns/fachbereiche/herzchirurgie.html,1,"Zuweisung, Überweisung"
Stadtspital Triemli - Infektiologie,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Allgemeine Innere Medizin, Infektiologie",https://www.onedoc.ch/de/spital/zurich/e0xm/stadtspital-triemli-infektiologie,https://www.stadt-zuerich.ch/stadtspital/de/ueber-uns/fachbereiche/infektiologie.html,1,"Zuweisung, Überweisung"
Stadtspital Triemli - Innere Medizin,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Allgemeine Innere Medizin, Infektiologie, Intensivmedizin, Pneumologie",https://www.onedoc.ch/de/spital/zurich/e0s9/stadtspital-triemli-innere-medizin,https://www.stadt-zuerich.ch/stadtspital/de/ueber-uns/fachbereiche/innere-medizin.html,1,"Zuweisung, Überweisung"
Stadtspital Triemli - Kardiologie,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Allgemeine Innere Medizin, Intensivmedizin, Kardiologie",https://www.onedoc.ch/de/spital/zurich/e0sm/stadtspital-triemli-kardiologie,https://www.stadt-zuerich.ch/stadtspital/de/ueber-uns/fachbereiche/kardiologie.html,1,Zuweisung
Stadtspital Triemli - Kinderklinik,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Kinderchirurgie, Pädiatrie",https://www.onedoc.ch/de/spital/zurich/e0vk/stadtspital-triemli-kinderklinik,https://www.stadt-zuerich.ch/stadtspital/de/ueber-uns/fachbereiche/kinderklinik.html,1,"Zuweisung, Überweisung"
Stadtspital Triemli - Neurologie,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,Neurologie,https://www.onedoc.ch/de/spital/zurich/e0r0/stadtspital-triemli-neurologie,https://www.stadt-zuerich.ch/stadtspital/de/ueber-uns/fachbereiche/neurologie.html,0,
Stadtspital Triemli - Onkologie,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Allgemeine Innere Medizin, Hämatologie, Medizinische Onkologie",https://www.onedoc.ch/de/spital/zurich/ez4v/stadtspital-triemli-onkologie,https://www.stadt-zuerich.ch/stadtspital/de/leistungsangebot/tumormedizin/haemato-onkologie.html,1,"Zuweisung, Überweisung"
Stadtspital Triemli - Ophthalmologische Klinik,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Allgemeine Innere Medizin, Augenheilkunde",https://www.onedoc.ch/de/spital/zurich/e0uw/stadtspital-triemli-ophthalmologische-klinik,,0,
Stadtspital Triemli - Pneumologie,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Allgemeine Innere Medizin, Pneumologie",https://www.onedoc.ch/de/spital/zurich/e0yi/stadtspital-triemli-pneumologie,https://www.stadt-zuerich.ch/stadtspital/de/ueber-uns/fachbereiche/pneumologie-und-schlafmedizin.html,1,"Zuweisung, Überweisung"
Stadtspital Triemli - Radiologische Klinik,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Nuklearmedizin, Radiologie",https://www.onedoc.ch/de/spital/zurich/ez7q/stadtspital-triemli-radiologische-klinik,https://www.stadt-zuerich.ch/stadtspital/de/ueber-uns/fachbereiche/radiologie-nuklearmedizin.html,1,"Zuweisung, Überweisung"
